SysTime,Real_UAV_X,Real_UAV_Y,Real_UAV_Z,Real_Boat_X,Real_Boat_Y,Real_Boat_Z,Real_UAV_VZ,Real_Boat_VZ
1.77485e+09,3.11146,17.6502,-0.142065,2.86396,17.1837,-0.236251,-0.297143,-1.75213e-05
1.77485e+09,3.11085,17.6594,-0.145666,2.86614,17.1968,-0.236251,-0.302047,-1.75213e-05
1.77485e+09,3.11008,17.6672,-0.148687,2.86829,17.2097,-0.236251,-0.301401,-1.75213e-05
1.77485e+09,3.10865,17.6786,-0.152859,2.87045,17.2227,-0.236251,-0.293272,-1.75213e-05
1.77485e+09,3.10664,17.6914,-0.157146,2.87251,17.2351,-0.236252,-0.277353,-1.75213e-05
1.77485e+09,3.10455,17.7028,-0.160644,2.8746,17.2476,-0.236252,-0.260483,-1.75213e-05
1.77485e+09,3.10235,17.7138,-0.163675,2.87674,17.2605,-0.236252,-0.244938,-1.75213e-05
1.77485e+09,3.09971,17.7261,-0.166762,2.87898,17.2739,-0.236252,-0.230553,-1.75213e-05
1.77485e+09,3.09706,17.7378,-0.169469,2.88114,17.2869,-0.278966,-0.221472,-1.66377e-05
1.77485e+09,3.09638,17.7408,-0.170131,2.8833,17.2998,-0.278966,-0.220051,-1.66377e-05
1.77485e+09,3.09054,17.7656,-0.175408,2.88553,17.3132,-0.278967,-0.224859,-1.66377e-05
1.77485e+09,3.08745,17.7785,-0.178187,2.88754,17.3252,-0.278967,-0.239782,-1.66377e-05
1.77485e+09,3.08399,17.7929,-0.18146,2.88965,17.3379,-0.278967,-0.265405,-1.66377e-05
1.77485e+09,3.08071,17.8064,-0.184827,2.89177,17.3506,-0.278967,-0.296956,-1.66377e-05
1.77485e+09,3.07709,17.8214,-0.188952,2.89388,17.3633,-0.278967,-0.338809,-1.66377e-05
1.77485e+09,3.07313,17.8378,-0.19406,2.89596,17.3757,-0.278968,-0.392447,-1.66377e-05
1.77485e+09,3.07227,17.8413,-0.195257,2.89819,17.3892,-0.318981,-0.405675,-1.55781e-05
